"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"Gabriel Pereira","male",18,"rural","more than 3","living together","secondary","primary higher","other","other","course","mother","0-15 min","5-10 hours",0,"no","no","no","yes","no","yes","no","no","very high","average","low","very low","very low","average",1,13,12,12
"Gabriel Pereira","female",17,"urban","more than 3","living together","secondary","secondary","other","other","home","mother","0-15 min","5-10 hours",0,"no","no","no","yes","no","yes","no","no","average","low","average","very low","very low","good",4,10,9,9
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary higher","primary higher","at_home","services","home","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","average","very low","very low","average",0,9,10,0
"Gabriel Pereira","male",18,"rural","less or equal to 3","living apart","secondary","higher","other","other","reputation","mother","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","low","very high","average","high","very bad",13,17,17,17
"Gabriel Pereira","male",17,"urban","more than 3","living together","secondary","primary","services","other","other","mother","0-15 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","yes","very high","high","high","average","high","very good",2,9,9,10
"Gabriel Pereira","female",18,"rural","more than 3","living together","higher","higher","teacher","other","reputation","mother","15-30 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","average","high","low","low","good",8,12,10,11
"Gabriel Pereira","male",18,"urban","more than 3","living together","higher","primary higher","health","other","reputation","father","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","very high","high","very high","very low","average","very good",10,10,9,10
"Gabriel Pereira","female",18,"rural","more than 3","living together","primary higher","primary","other","other","reputation","mother","15-30 min","2-5 hours",0,"no","yes","no","no","yes","no","yes","yes","high","average","very high","very low","low","average",0,6,0,0
"Gabriel Pereira","female",19,"urban","more than 3","living together","secondary","secondary","other","services","home","other","0-15 min","2-5 hours",2,"no","yes","yes","yes","yes","yes","yes","no","high","average","very high","average","average","very good",15,9,9,9
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary higher","secondary","other","services","reputation","father","0-15 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","very high","very high","very low","average","bad",4,15,14,14
"Gabriel Pereira","female",18,"urban","less or equal to 3","living together","primary","primary","other","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","no","yes","no","no","high","high","average","very low","very low","average",2,11,11,11
"Gabriel Pereira","male",17,"rural","more than 3","living together","primary","primary higher","at_home","at_home","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","no","yes","no","yes","average","very high","low","low","low","very bad",2,15,14,14
"Gabriel Pereira","female",17,"urban","more than 3","living together","primary higher","higher","at_home","health","reputation","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","average","average","very low","very low","very bad",2,10,10,10
"Gabriel Pereira","female",17,"urban","less or equal to 3","living together","primary higher","primary higher","services","other","course","mother","15-30 min","2-5 hours",0,"yes","yes","yes","no","yes","yes","yes","yes","high","high","high","low","average","very good",6,12,12,12
"Gabriel Pereira","female",18,"rural","more than 3","living apart","secondary","primary higher","other","services","home","mother","15-30 min","2-5 hours",0,"no","no","no","no","no","no","yes","yes","high","very low","very low","very low","very low","very good",75,10,9,9
"Gabriel Pereira","male",18,"urban","more than 3","living together","higher","higher","teacher","services","home","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","no","average","low","high","very low","high","average",22,9,9,9
"Gabriel Pereira","female",18,"urban","more than 3","living together","higher","higher","health","health","reputation","father","0-15 min","2-5 hours",1,"yes","yes","no","yes","yes","yes","yes","yes","low","high","high","very low","very low","good",15,9,8,8
"Gabriel Pereira","male",18,"urban","less or equal to 3","living together","higher","secondary","teacher","services","course","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","low","average","very low","low","very bad",8,10,11,10
"Gabriel Pereira","male",17,"urban","less or equal to 3","living apart","higher","primary","services","other","home","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","yes","high","very high","high","low","high","very good",30,8,8,8
"Gabriel Pereira","male",17,"urban","less or equal to 3","living apart","secondary","primary higher","teacher","services","home","mother","0-15 min","0-2 hours",1,"no","no","no","no","yes","yes","yes","no","high","high","high","average","high","average",19,11,9,10
"Gabriel Pereira","female",18,"rural","less or equal to 3","living together","primary","primary","at_home","other","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","no","no","very high","low","low","very low","very low","average",1,12,12,12
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary","primary","other","other","home","mother","15-30 min","2-5 hours",0,"yes","no","no","yes","yes","yes","yes","no","very high","high","high","very low","very low","good",4,8,9,10
"Gabriel Pereira","female",17,"urban","more than 3","living together","primary higher","primary higher","other","other","course","mother","0-15 min","2-5 hours",0,"no","yes","no","no","no","yes","yes","no","very high","high","very high","very low","low","very good",4,10,9,11
"Gabriel Pereira","male",17,"urban","more than 3","living together","primary","primary","other","other","reputation","father","0-15 min","2-5 hours",0,"no","no","yes","no","no","yes","yes","no","high","average","average","very low","low","good",2,12,10,11
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary higher","primary higher","at_home","at_home","other","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","low","bad",5,18,18,19
"Gabriel Pereira","female",17,"urban","more than 3","living together","primary","primary","services","teacher","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",6,13,12,12
"Gabriel Pereira","male",18,"urban","more than 3","living together","primary higher","primary","services","services","reputation","mother","0-15 min","5-10 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","low","high","very low","average","bad",6,15,14,14
"Gabriel Pereira","male",18,"urban","less or equal to 3","living apart","higher","higher","teacher","teacher","reputation","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","average","very low","very low","bad",9,15,13,15
"Gabriel Pereira","male",18,"urban","more than 3","living together","higher","primary higher","teacher","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","low","very low","high","very good",11,12,11,11
"Gabriel Pereira","female",17,"urban","more than 3","living together","higher","secondary","health","services","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","low","low","very low","low","average",0,15,15,15
"Gabriel Pereira","female",18,"urban","less or equal to 3","living together","primary higher","primary","services","at_home","reputation","mother","0-15 min","2-5 hours",1,"no","no","no","no","yes","yes","yes","yes","very high","high","average","very low","very low","very good",12,12,12,13
"Gabriel Pereira","female",17,"rural","less or equal to 3","living together","secondary","primary","services","other","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","no","yes","yes","no","no","average","very low","low","very low","very low","average",6,18,18,18
"Gabriel Pereira","male",18,"rural","less or equal to 3","living together","secondary","primary higher","services","other","reputation","mother","15-30 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","low","very low","very low","good",8,14,13,14
"Gabriel Pereira","male",17,"urban","more than 3","living together","secondary","secondary","health","other","home","mother","0-15 min","0-2 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","high","average","very low","average","very good",4,14,12,11
"Gabriel Pereira","female",19,"urban","more than 3","living together","higher","higher","health","other","reputation","other","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","low","average","high","low","average","bad",0,10,9,0
"Gabriel Pereira","female",18,"urban","less or equal to 3","living together","higher","secondary","other","other","home","other","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","high","very high","very low","low","bad",10,10,8,8
"Gabriel Pereira","female",18,"urban","more than 3","living together","higher","secondary","other","other","reputation","father","0-15 min","above 10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",0,14,13,14
"Gabriel Pereira","male",18,"urban","less or equal to 3","living together","higher","higher","teacher","teacher","home","mother","0-15 min","0-2 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very low","high","low","low","low","very bad",5,16,15,16
"Gabriel Pereira","female",18,"urban","less or equal to 3","living apart","higher","higher","health","other","home","mother","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","yes","yes","high","low","high","very low","very low","good",14,12,10,11
"Gabriel Pereira","male",17,"urban","less or equal to 3","living together","higher","higher","other","teacher","home","father","15-30 min","0-2 hours",0,"no","no","yes","no","yes","yes","yes","no","high","very low","very low","low","low","very good",0,11,11,10
"Gabriel Pereira","female",17,"urban","more than 3","living together","higher","primary higher","other","other","reputation","mother","15-30 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",0,15,12,14
"Gabriel Pereira","female",17,"urban","more than 3","living together","secondary","primary higher","health","health","reputation","father","0-15 min","above 10 hours",0,"no","yes","yes","yes","no","yes","yes","no","very high","low","low","very low","low","very good",0,17,17,18
"Gabriel Pereira","male",19,"urban","more than 3","living together","secondary","secondary","other","other","home","other","0-15 min","2-5 hours",1,"no","yes","no","yes","yes","yes","yes","yes","high","high","high","very low","very low","average",20,15,14,13
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary higher","higher","services","at_home","reputation","other","0-15 min","2-5 hours",1,"no","yes","yes","yes","yes","yes","yes","no","high","high","average","very low","very low","average",8,14,12,12
"Gabriel Pereira","male",20,"urban","more than 3","living apart","secondary","primary higher","services","other","course","other","0-15 min","0-2 hours",0,"no","no","no","yes","yes","yes","no","no","very high","very high","average","very low","very low","very good",0,17,18,18
"Gabriel Pereira","male",19,"urban","more than 3","living together","higher","higher","teacher","services","reputation","other","15-30 min","0-2 hours",1,"no","yes","yes","no","yes","yes","yes","yes","high","average","high","very low","very low","good",38,8,9,8
"Gabriel Pereira","male",19,"rural","more than 3","living together","secondary","secondary","other","services","reputation","father","0-15 min","2-5 hours",1,"no","no","no","yes","yes","yes","no","yes","high","very high","average","very low","low","very good",0,15,12,12
"Gabriel Pereira","female",19,"urban","less or equal to 3","living together","primary","primary","at_home","other","reputation","other","0-15 min","2-5 hours",1,"yes","yes","no","yes","no","yes","yes","no","high","high","average","very low","average","average",18,12,10,10
"Gabriel Pereira","female",17,"urban","less or equal to 3","living together","primary","primary higher","services","services","home","other","0-15 min","2-5 hours",1,"no","no","no","yes","no","yes","no","yes","high","low","high","low","low","average",0,9,9,0
"Gabriel Pereira","female",19,"urban","more than 3","living together","primary higher","primary","at_home","other","other","other","30-60 min","2-5 hours",0,"no","yes","no","no","yes","no","yes","yes","average","high","very low","very low","very low","bad",20,14,12,13
"Gabriel Pereira","male",19,"urban","more than 3","living together","primary","primary higher","other","services","course","other","0-15 min","2-5 hours",1,"no","no","no","no","no","yes","yes","no","high","very high","low","low","low","good",3,13,11,11
"Gabriel Pereira","female",19,"urban","less or equal to 3","living together","secondary","primary higher","services","other","reputation","other","15-30 min","2-5 hours",1,"no","yes","yes","no","no","yes","yes","yes","high","low","low","very low","low","very bad",22,13,10,11
"Gabriel Pereira","female",19,"urban","more than 3","living together","primary","primary","at_home","health","home","other","0-15 min","5-10 hours",2,"no","no","no","no","no","yes","yes","yes","high","very low","low","very low","very low","average",14,15,13,13
"Gabriel Pereira","female",19,"rural","more than 3","living together","primary higher","secondary","other","other","reputation","other","0-15 min","5-10 hours",1,"no","no","no","no","yes","yes","yes","yes","high","very low","low","very low","very low","average",40,13,11,11
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary higher","primary","services","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","average","average","very low","low","very bad",0,8,8,0
"Gabriel Pereira","female",18,"urban","more than 3","living together","higher","secondary","other","other","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","high","very low","very low","very good",9,9,10,9
"Gabriel Pereira","female",17,"rural","more than 3","living together","secondary","higher","at_home","services","course","father","0-15 min","5-10 hours",0,"no","yes","yes","yes","no","yes","yes","no","high","average","high","low","very high","very good",0,11,11,10
"Gabriel Pereira","female",18,"urban","more than 3","living together","higher","higher","teacher","other","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","high","high","average","average","very good",2,11,11,11
"Gabriel Pereira","female",17,"urban","more than 3","living apart","higher","secondary","services","services","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","low","low","very low","low","very good",23,13,13,13
"Gabriel Pereira","female",17,"urban","more than 3","living together","primary higher","primary higher","other","other","course","mother","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","no","yes","high","low","low","very low","very low","average",12,11,9,9
"Gabriel Pereira","female",17,"rural","less or equal to 3","living together","primary higher","primary higher","services","services","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","average","average","low","low","low","average",3,11,11,11
"Gabriel Pereira","female",17,"urban","more than 3","living together","secondary","primary","services","services","course","father","0-15 min","5-10 hours",0,"no","yes","no","no","no","yes","yes","no","average","high","average","low","average","very good",1,12,14,15
"Gabriel Pereira","female",17,"urban","less or equal to 3","living together","none","primary higher","at_home","at_home","home","father","15-30 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","average","average","average","low","average","bad",0,16,15,15
"Gabriel Pereira","male",18,"urban","more than 3","living together","higher","higher","other","other","course","mother","0-15 min","5-10 hours",0,"no","no","no","yes","yes","yes","yes","no","high","average","average","low","low","average",3,9,12,11
"Gabriel Pereira","male",17,"urban","more than 3","living together","secondary","secondary","other","services","reputation","mother","0-15 min","0-2 hours",0,"no","no","no","yes","no","yes","yes","no","high","average","very high","average","very high","very good",3,14,15,16
"Gabriel Pereira","male",17,"rural","more than 3","living together","primary higher","primary higher","services","other","course","mother","above 60 min","0-2 hours",0,"no","yes","no","no","yes","yes","yes","no","high","high","very high","very high","very high","good",8,11,10,10
"Gabriel Pereira","female",17,"urban","more than 3","living together","higher","higher","teacher","services","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","high","very low","average","good",7,10,9,9
"Gabriel Pereira","female",17,"urban","more than 3","living together","higher","higher","teacher","teacher","course","mother","15-30 min","5-10 hours",0,"no","yes","yes","no","no","yes","yes","yes","high","average","average","very low","low","good",4,14,14,14
"Gabriel Pereira","male",18,"urban","less or equal to 3","living together","primary higher","primary higher","other","other","course","mother","0-15 min","above 10 hours",0,"no","yes","no","yes","yes","yes","yes","no","high","very high","very high","low","high","very good",2,9,8,8
"Gabriel Pereira","female",17,"rural","more than 3","living together","primary higher","higher","at_home","other","course","father","0-15 min","5-10 hours",0,"no","yes","no","no","yes","yes","yes","yes","high","high","average","very low","very low","very good",7,12,14,14
"Gabriel Pereira","female",18,"urban","more than 3","living together","secondary","secondary","services","services","home","mother","0-15 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","no","very high","average","high","very low","very low","good",0,7,0,0
"Gabriel Pereira","female",18,"urban","less or equal to 3","living together","primary higher","primary higher","other","other","home","other","0-15 min","2-5 hours",0,"no","no","no","yes","no","yes","yes","yes","high","average","average","very low","very low","bad",0,8,8,0
"Gabriel Pereira","female",18,"rural","more than 3","living together","primary higher","primary higher","at_home","other","course","mother","15-30 min","above 10 hours",0,"no","no","no","yes","yes","yes","no","no","high","high","high","very low","very low","good",0,10,9,0
"Gabriel Pereira","female",17,"urban","more than 3","living together","secondary","higher","services","other","course","mother","0-15 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","high","high","very high","very low","average","very good",16,16,15,15
"Gabriel Pereira","female",19,"rural","more than 3","living apart","secondary","primary","services","at_home","home","other","0-15 min","5-10 hours",1,"no","no","yes","no","yes","yes","no","no","very high","high","average","very low","low","very good",12,14,13,13
"Gabriel Pereira","female",17,"urban","more than 3","living together","secondary","primary higher","other","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","average","low","low","average","bad",0,7,8,0
"Gabriel Pereira","female",18,"urban","less or equal to 3","living together","secondary","secondary","services","services","home","mother","0-15 min","above 10 hours",0,"no","yes","no","no","yes","yes","yes","no","very high","average","average","very low","very low","very bad",7,16,15,17
"Gabriel Pereira","female",17,"rural","more than 3","living apart","secondary","primary higher","other","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","low","average","bad",4,9,10,10
"Gabriel Pereira","female",19,"urban","more than 3","living together","primary higher","primary","services","services","home","other","0-15 min","5-10 hours",1,"no","no","yes","yes","yes","yes","yes","yes","high","average","high","very low","average","average",4,11,12,11
"Gabriel Pereira","male",18,"urban","more than 3","living together","higher","higher","teacher","services","home","father","0-15 min","2-5 hours",1,"no","yes","no","yes","yes","yes","yes","no","high","average","average","low","low","bad",0,10,10,0
"Gabriel Pereira","male",18,"urban","less or equal to 3","living together","secondary","higher","services","other","home","mother","0-15 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","yes","high","average","average","very low","average","very good",11,16,15,15
"Gabriel Pereira","female",17,"urban","more than 3","living apart","primary higher","primary higher","at_home","at_home","home","father","0-15 min","2-5 hours",1,"no","yes","no","no","yes","yes","yes","yes","average","average","very low","very low","low","good",0,9,8,0
"Gabriel Pereira","female",18,"urban","more than 3","living together","primary higher","secondary","at_home","other","course","mother","0-15 min","5-10 hours",0,"no","yes","no","no","yes","yes","yes","no","high","average","average","very low","low","average",4,11,10,10
"Gabriel Pereira","female",18,"urban","more than 3","living together","secondary","primary higher","other","services","other","mother","0-15 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","yes","very high","high","average","low","average","very bad",7,13,13,14
"Gabriel Pereira","male",18,"rural","more than 3","living together","higher","secondary","teacher","services","course","mother","0-15 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","yes","very high","average","low","very low","low","good",9,16,15,16
"Gabriel Pereira","male",17,"urban","more than 3","living together","higher","secondary","teacher","other","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","high","very high","low","average","very good",0,10,10,9
"Gabriel Pereira","female",17,"urban","more than 3","living together","higher","secondary","health","other","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","high","average","very low","average","good",0,13,15,15
"Mousino da Silveira","male",18,"rural","more than 3","living together","secondary","primary higher","other","other","course","mother","15-30 min","0-2 hours",1,"no","yes","no","no","no","yes","yes","no","low","very high","very high","very high","very high","very good",10,11,13,13
"Mousino da Silveira","male",19,"rural","more than 3","living together","primary","primary","other","services","home","other","30-60 min","2-5 hours",3,"no","no","no","no","yes","yes","yes","no","very high","high","high","average","average","bad",8,8,7,8
"Mousino da Silveira","male",17,"urban","more than 3","living together","secondary","secondary","health","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","very high","high","low","average","average",2,13,13,13
"Mousino da Silveira","male",18,"urban","less or equal to 3","living together","primary","secondary","at_home","services","course","mother","0-15 min","0-2 hours",1,"no","no","no","no","yes","no","yes","yes","high","average","average","low","average","average",7,8,7,8
"Mousino da Silveira","male",19,"rural","more than 3","living together","primary","primary","other","other","home","other","30-60 min","0-2 hours",1,"no","yes","no","no","yes","yes","yes","no","high","high","high","average","average","very good",4,8,8,8
"Mousino da Silveira","male",17,"rural","more than 3","living together","higher","secondary","services","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","yes","no","yes","yes","yes","high","very high","very high","very low","average","bad",4,13,11,11
"Mousino da Silveira","female",18,"urban","more than 3","living together","secondary","secondary","services","services","course","father","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","no","yes","very high","average","high","very low","very low","very good",0,10,9,9
"Mousino da Silveira","female",17,"rural","more than 3","living together","higher","higher","teacher","services","other","father","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","average","average","very low","low","very good",4,12,13,13
"Mousino da Silveira","female",17,"urban","less or equal to 3","living apart","secondary","primary higher","services","other","reputation","mother","15-30 min","2-5 hours",0,"no","no","no","no","yes","yes","no","yes","very low","low","average","very low","low","very good",2,12,12,11
"Mousino da Silveira","male",18,"urban","less or equal to 3","living together","primary","primary","other","services","home","father","15-30 min","0-2 hours",0,"no","no","no","no","no","yes","yes","yes","average","average","low","very low","low","average",4,10,10,10
"Mousino da Silveira","female",18,"urban","less or equal to 3","living together","primary","primary","at_home","services","course","father","15-30 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","very high","average","low","very low","very low","good",0,18,16,16
"Mousino da Silveira","female",18,"rural","less or equal to 3","living apart","primary","higher","at_home","other","course","mother","30-60 min","2-5 hours",0,"no","no","no","no","yes","yes","no","yes","high","average","high","very low","high","very good",0,13,13,13
"Mousino da Silveira","male",18,"rural","less or equal to 3","living together","primary","primary","at_home","other","other","mother","15-30 min","2-5 hours",1,"no","no","no","yes","no","no","no","no","high","high","average","low","average","very good",2,13,12,12
"Mousino da Silveira","female",18,"urban","more than 3","living together","secondary","secondary","services","services","other","mother","15-30 min","2-5 hours",0,"no","yes","no","no","yes","yes","yes","yes","high","average","low","very low","average","average",0,11,11,10
"Mousino da Silveira","female",17,"urban","less or equal to 3","living together","higher","higher","at_home","at_home","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","low","average","high","very low","very low","very bad",0,16,15,15
"Mousino da Silveira","female",17,"rural","more than 3","living together","primary","primary higher","other","services","course","father","15-30 min","2-5 hours",0,"no","no","no","no","no","yes","no","no","average","low","low","very low","low","average",0,12,11,12
"Mousino da Silveira","male",18,"rural","more than 3","living together","primary","secondary","at_home","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","no","no","average","average","high","low","high","average",4,10,10,10
"Mousino da Silveira","male",18,"urban","less or equal to 3","living together","higher","higher","teacher","services","other","mother","15-30 min","5-10 hours",0,"no","no","yes","no","yes","yes","yes","yes","high","low","low","low","low","very good",0,13,13,13
"Mousino da Silveira","female",17,"rural","more than 3","living together","primary","primary","other","services","reputation","mother","30-60 min","0-2 hours",1,"no","yes","yes","no","yes","yes","yes","yes","very high","low","very low","very low","low","very bad",0,7,6,0
"Mousino da Silveira","female",18,"urban","more than 3","living together","primary higher","secondary","at_home","services","course","father","15-30 min","0-2 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","low","average","very low","low","good",0,11,10,10
"Mousino da Silveira","female",18,"rural","more than 3","living together","higher","higher","other","teacher","other","father","30-60 min","2-5 hours",0,"no","yes","yes","no","no","yes","yes","yes","average","low","low","high","low","very good",10,14,12,11
"Mousino da Silveira","female",17,"urban","less or equal to 3","living together","secondary","primary higher","services","services","home","other","15-30 min","2-5 hours",2,"no","no","no","yes","yes","yes","no","yes","average","low","low","very low","very low","average",4,7,7,9
"Mousino da Silveira","male",18,"rural","less or equal to 3","living together","primary","primary higher","at_home","services","other","father","30-60 min","0-2 hours",0,"no","yes","yes","yes","yes","no","yes","yes","high","average","average","low","average","average",3,14,12,12
"Mousino da Silveira","female",17,"urban","more than 3","living together","primary higher","primary higher","other","at_home","home","mother","0-15 min","5-10 hours",0,"no","no","no","yes","yes","yes","no","yes","average","high","average","very low","very low","average",8,13,11,11
"Mousino da Silveira","female",17,"rural","more than 3","living together","primary","primary higher","other","other","course","mother","0-15 min","0-2 hours",0,"no","no","no","yes","yes","yes","yes","no","average","very high","very high","very low","average","very bad",14,6,5,5
"Mousino da Silveira","female",18,"rural","less or equal to 3","living together","higher","higher","other","other","reputation","mother","15-30 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","very high","high","high","very low","very low","very bad",0,19,18,19
"Mousino da Silveira","female",18,"rural","more than 3","living together","primary","primary","other","other","home","mother","above 60 min","5-10 hours",0,"no","no","no","no","yes","yes","yes","no","high","average","low","very low","low","good",2,8,8,10
"Mousino da Silveira","female",17,"urban","more than 3","living together","higher","primary higher","health","other","course","other","15-30 min","5-10 hours",2,"no","yes","yes","no","no","yes","yes","yes","very high","high","average","very low","very low","average",4,15,14,15
"Mousino da Silveira","female",18,"rural","less or equal to 3","living together","higher","higher","teacher","services","course","mother","0-15 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","no","very high","high","average","average","high","bad",4,8,9,10
"Mousino da Silveira","female",18,"urban","more than 3","living together","secondary","secondary","other","other","home","mother","0-15 min","2-5 hours",0,"no","no","yes","no","yes","yes","yes","yes","high","very low","average","very low","low","very bad",0,15,15,15
"Mousino da Silveira","female",17,"rural","more than 3","living together","secondary","primary","at_home","other","reputation","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","no","yes","yes","no","high","very high","high","low","average","very bad",17,10,10,10
"Mousino da Silveira","male",18,"urban","more than 3","living together","higher","higher","teacher","teacher","home","father","0-15 min","2-5 hours",0,"no","no","yes","yes","no","yes","yes","no","average","low","high","very low","high","bad",4,15,14,14
"Mousino da Silveira","male",18,"rural","more than 3","living together","primary higher","primary","other","other","other","mother","15-30 min","0-2 hours",0,"no","no","no","yes","no","yes","yes","yes","high","high","average","very low","average","very good",5,7,6,7
"Mousino da Silveira","male",17,"urban","more than 3","living together","primary higher","secondary","other","services","home","father","15-30 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","no","high","high","average","very low","very low","average",2,11,11,10
"Mousino da Silveira","male",19,"rural","more than 3","living together","primary","primary","other","services","other","mother","15-30 min","0-2 hours",1,"no","no","no","no","yes","yes","no","no","high","average","low","very low","average","very good",0,6,5,0
"Mousino da Silveira","male",18,"rural","more than 3","living together","higher","primary higher","other","other","home","father","15-30 min","0-2 hours",1,"no","no","yes","no","yes","yes","no","no","very high","high","average","high","average","average",14,6,5,5
"Mousino da Silveira","female",18,"rural","more than 3","living together","primary higher","primary higher","at_home","other","other","mother","15-30 min","5-10 hours",0,"no","no","yes","no","yes","yes","no","no","very high","average","average","very low","average","good",2,10,9,10
"Mousino da Silveira","female",18,"rural","more than 3","living together","higher","higher","teacher","at_home","reputation","mother","30-60 min","0-2 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","high","average","low","low","very good",7,6,5,6
"Mousino da Silveira","female",19,"rural","more than 3","living together","primary higher","secondary","services","other","course","mother","0-15 min","5-10 hours",1,"no","no","no","yes","no","yes","yes","no","very high","high","low","very low","low","very good",0,7,5,0
"Mousino da Silveira","female",18,"urban","less or equal to 3","living together","secondary","primary","teacher","services","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","high","very low","very low","very bad",0,7,9,8
"Mousino da Silveira","female",18,"urban","more than 3","living together","primary","primary","other","other","course","mother","15-30 min","2-5 hours",1,"no","no","no","yes","yes","yes","no","no","very low","very low","very low","very low","very low","very good",0,6,5,0
"Mousino da Silveira","male",20,"urban","less or equal to 3","living apart","primary higher","primary higher","services","services","course","other","0-15 min","2-5 hours",2,"no","yes","yes","no","yes","yes","no","no","very high","very high","high","high","very high","good",11,9,9,9
"Mousino da Silveira","male",17,"urban","less or equal to 3","living together","secondary","primary","services","services","course","mother","15-30 min","0-2 hours",0,"no","no","no","no","no","yes","yes","no","low","high","very high","average","high","bad",3,14,16,16
"Mousino da Silveira","male",21,"rural","more than 3","living together","primary","primary","other","other","course","other","0-15 min","0-2 hours",3,"no","no","no","no","no","yes","no","no","very high","very high","average","average","average","average",3,10,8,7
"Mousino da Silveira","male",18,"rural","less or equal to 3","living together","secondary","primary higher","services","other","course","mother","30-60 min","0-2 hours",0,"no","no","no","no","no","yes","yes","no","high","high","very low","average","high","very good",0,11,12,10
